episode,category,puzzle_front,puzzle_back
https://ocdb.cc/episode/history-boys-v-rugby-boys/,Stock market terminology,DDC TB NC,DEAD CAT BOUNCE
https://ocdb.cc/episode/history-boys-v-rugby-boys/,Stock market terminology,BS SPNT,BASIS POINT
https://ocdb.cc/episode/history-boys-v-rugby-boys/,Stock market terminology,TX CDB T,TOXIC DEBT
https://ocdb.cc/episode/history-boys-v-rugby-boys/,Terms used for heaven,HP PYH NT NGG R ND,HAPPY HUNTING GROUND
https://ocdb.cc/episode/history-boys-v-rugby-boys/,Terms used for heaven,VLH LL,VALHALLA
https://ocdb.cc/episode/history-boys-v-rugby-boys/,Terms used for heaven,BR HMSB SM,ABRAHAM&#039;S BOSOM
https://ocdb.cc/episode/history-boys-v-rugby-boys/,Terms used for heaven,LYS NFL DS,ELYSIAN FIELDS
https://ocdb.cc/episode/history-boys-v-rugby-boys/,Ice skating moves,T RP LXL,TRIPLE AXEL
https://ocdb.cc/episode/history-boys-v-rugby-boys/,Ice skating moves,DT HS PRL,DEATH SPIRAL
https://ocdb.cc/episode/history-boys-v-rugby-boys/,Ice skating moves,TL P,TOE LOOP
https://ocdb.cc/episode/history-boys-v-rugby-boys/,Ice skating moves,STS PN,SIT SPIN
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Hors d&#039;oeuvres,NTP ST,ANTIPASTO
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Hors d&#039;oeuvres,NGL SNH R SBCK,ANGELS ON HORSEBACK
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Hors d&#039;oeuvres,TRMSLT,TARAMASALATA
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Hors d&#039;oeuvres,STF FDMS HR MS,STUFFED MUSHROOMS
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Paintings sold at record prices,RSS,IRISES
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Paintings sold at record prices,WH TCN TR,WHITE CENTER
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Paintings sold at record prices,GR CN LPP,GARÇON À LA PIPE
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Paintings sold at record prices,MS SCR FT HNN CNTS,MASSACRE OF THE INNOCENTS
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Scottish musicians,VLY NG LNN,EVELYN GLENNIE
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Scottish musicians,DDRDR,EDDIE READER
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Scottish musicians,HR RYL DR,HARRY LAUDER
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Scottish musicians,JG N,JOE EGAN
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Imperial measurements,CR,ACRE
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Imperial measurements,FL DNC,FLUID OUNCE
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Imperial measurements,NT CLML,NAUTICAL MILE
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Imperial measurements,BR LYC RN,BARLEYCORN
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Oscar-winning animated films,H PP YFT,HAPPY FEET
https://ocdb.cc/episode/chessmen-v-charity-puzzlers/,Oscar-winning animated films,SPR TDWY,SPIRITED AWAY
https://ocdb.cc/episode/cambridge-quiz-society-v-mathematicians/,Fashion designers,MLPC C,EMILIO PUCCI
https://ocdb.cc/episode/cambridge-quiz-society-v-mathematicians/,Fashion designers,GR GR MN,GIORGIO ARMANI
https://ocdb.cc/episode/cambridge-quiz-society-v-mathematicians/,Fashion designers,MN LN GR,EMANUEL UNGARO
https://ocdb.cc/episode/cambridge-quiz-society-v-mathematicians/,Fashion designers,SCM ZRH,ISAAC MIZRAHI
https://ocdb.cc/episode/cambridge-quiz-society-v-mathematicians/,Proverbs about relationships,B SNCM KST HHR TG RWFN DR,ABSENCE MAKES THE HEART GROW FONDER
https://ocdb.cc/episode/cambridge-quiz-society-v-mathematicians/,Proverbs about relationships,L LSFRNL VN DWR,ALL&#039;S FAIR IN LOVE AND WAR
https://ocdb.cc/episode/cambridge-quiz-society-v-mathematicians/,Proverbs about relationships,NCBT TNT WCS HY,"ONCE BITTEN, TWICE SHY"
https://ocdb.cc/episode/cambridge-quiz-society-v-mathematicians/,Proverbs about relationships,HL LHT HNFR YLKW MNS CRND,HELL HATH NO FURY LIKE A WOMAN SCORNED
https://ocdb.cc/episode/cambridge-quiz-society-v-mathematicians/,Equipment in a chemistry lab,CPL LR YTB,CAPILLARY TUBE
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Parts of a book,FRN TSP C,FRONTISPIECE
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Parts of a book,NDP PRS,ENDPAPERS
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Parts of a book,CLP HN,COLOPHON
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Parts of a book,PLG,EPILOGUE
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Quotes attributed to British PMs,W HVBC MGR NDM T HR,WE HAVE BECOME A GRANDMOTHER
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Quotes attributed to British PMs,WKSL NGT MNP LT CS,A WEEK IS A LONG TIME IN POLITICS
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Quotes attributed to British PMs,SHP NSH PSC LT HNG,A SHEEP IN SHEEP&#039;S CLOTHING
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Quotes attributed to British PMs,DC TND CT NDC TN,"EDUCATION, EDUCATION, EDUCATION"
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Prime numbers in French,NZ,ONZE
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Prime numbers in French,DX,DEUX
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Prime numbers in French,QT RVN GTT RS,QUATRE-VINGT-TROIS
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Prime numbers in French,TR NT TN,TRENTE ET UN
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Exotic fruit,PM L,POMELO
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Exotic fruit,K,AKEE
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Exotic fruit,BBB,BAOBAB
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Exotic fruit,VCD,AVOCADO
https://ocdb.cc/episode/chessmen-v-rugby-boys/,Scupltors,DR DP LZZ,EDUARDO PAOLOZZI
https://ocdb.cc/episode/chessmen-v-mathematicians/,Twins,RNNND RG GK RY,RONNIE AND REGGIE KRAY
https://ocdb.cc/episode/chessmen-v-mathematicians/,Twins,NTH NYN DPTRSH FFR,ANTHONY AND PETER SHAFFER
https://ocdb.cc/episode/chessmen-v-mathematicians/,Twins,PL LNDRT MS,APOLLO AND ARTEMIS
https://ocdb.cc/episode/chessmen-v-mathematicians/,Twins,RBNN DM RCGB B,ROBIN AND MAURICE GIBB
https://ocdb.cc/episode/chessmen-v-mathematicians/,Biographical movies,LWR NCF RB,LAWRENCE OF ARABIA
https://ocdb.cc/episode/chessmen-v-mathematicians/,Biographical movies,WL KT HLN,I WALK THE LINE
https://ocdb.cc/episode/chessmen-v-mathematicians/,Biographical movies,THS NDFM SC,THE SOUND OF MUSIC
https://ocdb.cc/episode/chessmen-v-mathematicians/,Biographical movies,THT HRB LYNG RL,THE OTHER BOLEYN GIRL
https://ocdb.cc/episode/chessmen-v-mathematicians/,Doctors who were authors,RTH RCN NDYL,ARTHUR CONAN DOYLE
https://ocdb.cc/episode/chessmen-v-mathematicians/,Doctors who were authors,NT NCH KHV,ANTON CHEKHOV
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Military decorations,RNCR SS,IRON CROSS
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Military decorations,RD RFT HGL DNK T,ORDER OF THE GOLDEN KITE
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Military decorations,C RXD GRR,CROIX DE GUERRE
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Military decorations,PR PLH RT,PURPLE HEART
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Children of Zeus,THN,ATHENA
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Children of Zeus,PR SP HN,PERSEPHONE
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Children of Zeus,RT,ERATO
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Children of Zeus,TN TLS,TANTALUS
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Local names of European countries,P LSK,POLSKA
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Local names of European countries,ST RRCH,OSTERREICH
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Local names of European countries,SM,SUOMI
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Local names of European countries,TL,ITALIA
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Wordsworth poems,SHD WL TMN GT HN TRD DNWYS,SHE DWELT AMONG THE UNTRODDEN WAYS
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Wordsworth poems,THP RLD,THE PRELUDE
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Wordsworth poems,S LMB RDDM YS PRTSL,A SLUMBER DID MY SPIRIT SEAL
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Wordsworth poems,NTM TNSFM MR TLTY,INTIMATIONS OF IMMORTALITY
https://ocdb.cc/episode/cambridge-quiz-society-v-rugby-boys/,Concepts in evolution,NT RLS L CTN,NATURAL SELECTION
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,French phrases used in English,D JV,DEJA VU
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,French phrases used in English,CMM CC MMC,"COMME CI, COMME CA"
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,French phrases used in English,DT LTT,EAU DE TOILETTE
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,French phrases used in English,D JV,DEJA VU
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Original companies in the FT30 share index,RL LSR YC,ROLLS-ROYCE
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Original companies in the FT30 share index,TTN DL YL,TATE AND LYLE
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Original companies in the FT30 share index,GNR LLC TRC,GENERAL ELECTRIC
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Original companies in the FT30 share index,M PRLT BCC,IMPERIAL TOBACCO
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Active volcanoes,KR KT,KRAKATOA
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Active volcanoes,RBS,EREBUS
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Active volcanoes,C TPX,COTOPAXI
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Active volcanoes,TN,ETNA
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Banned books,LSM SRB LS,LES MISERABLES
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Banned books,LY SSS,ULYSSES
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Banned books,FR WLL TRMS,A FAREWELL TO ARMS
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Banned books,THS TN CVRS S,THE SATANIC VERSES
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,National flowers,LL YF THV LLY,LILY OF THE VALLEY
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,National flowers,LT S,LOTUS
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,National flowers,GLD NWT TL,GOLDEN WATTLE
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,National flowers,DLW SS,EDELWEISS
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Fictional lands,N RN,NARNIA
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Fictional lands,TP,UTOPIA
https://ocdb.cc/episode/archers-admirers-v-music-lovers/,Fictional lands,RT HS,EARTHSEA
https://ocdb.cc/episode/polymaths-v-strategists/,Manuscripts,D DSS CRL LS,DEAD SEA SCROLLS
https://ocdb.cc/episode/polymaths-v-strategists/,Manuscripts,L ND SF RNG SPLS,LINDISFARNE GOSPELS
https://ocdb.cc/episode/polymaths-v-strategists/,Manuscripts,WNC HS TRB BL,WINCHESTER BIBLE
https://ocdb.cc/episode/polymaths-v-strategists/,Manuscripts,B KFKL LS,BOOK OF KELLS
https://ocdb.cc/episode/polymaths-v-strategists/,Things represented by MD,MR YLN D,MARYLAND
https://ocdb.cc/episode/polymaths-v-strategists/,Things represented by MD,M NDS C,MINIDISC
https://ocdb.cc/episode/polymaths-v-strategists/,Things represented by MD,D CT RFMD CN,DOCTOR OF MEDICINE
https://ocdb.cc/episode/polymaths-v-strategists/,Things represented by MD,MNG NGD RC TR,MANAGING DIRECTOR
https://ocdb.cc/episode/polymaths-v-strategists/,Famous mistresses,MD MDP MP DR,MADAM DE POMPADOUR
https://ocdb.cc/episode/polymaths-v-strategists/,Famous mistresses,VB RN,EVA BRAUN
https://ocdb.cc/episode/polymaths-v-strategists/,Famous mistresses,D LLH,DELILAH
https://ocdb.cc/episode/polymaths-v-strategists/,Famous mistresses,L DYH ML TN,LADY HAMILTON
https://ocdb.cc/episode/polymaths-v-strategists/,World-famous companies founded in Germany,DDS,ADIDAS
https://ocdb.cc/episode/polymaths-v-strategists/,World-famous companies founded in Germany,NV,NIVEA
https://ocdb.cc/episode/polymaths-v-strategists/,World-famous companies founded in Germany,GF,AGFA
https://ocdb.cc/episode/polymaths-v-strategists/,World-famous companies founded in Germany,HRB,HARIBO
https://ocdb.cc/episode/polymaths-v-strategists/,Supergroups,THTR VLN GWL BR YS,THE TRAVELING WILBURYS
https://ocdb.cc/episode/polymaths-v-strategists/,Supergroups,LC TRN C,ELECTRONIC
https://ocdb.cc/episode/polymaths-v-strategists/,Supergroups,DR KN DTHD MN S,DEREK AND THE DOMINOES
https://ocdb.cc/episode/polymaths-v-strategists/,Supergroups,S,ASIA
https://ocdb.cc/episode/choir-boys-v-brasenose-postgrads/,Parts of a musical work,RFR N,REFRAIN
https://ocdb.cc/episode/choir-boys-v-brasenose-postgrads/,Parts of a musical work,SL WMVM NT,SLOW MOVEMENT
https://ocdb.cc/episode/choir-boys-v-brasenose-postgrads/,Parts of a musical work,MD DLGHT,MIDDLE EIGHT
https://ocdb.cc/episode/choir-boys-v-brasenose-postgrads/,Parts of a musical work,V RTR,OVERTURE
https://ocdb.cc/episode/choir-boys-v-brasenose-postgrads/,Parties that ran in the 2005 General Election,SN NF N,SINN FEIN
https://ocdb.cc/episode/choir-boys-v-brasenose-postgrads/,Parties that ran in the 2005 General Election,KND PN DN C,UK INDEPENDENCE
https://ocdb.cc/episode/choir-boys-v-brasenose-postgrads/,Parties that ran in the 2005 General Election,LS TRN NST,ULSTER UNIONIST
https://ocdb.cc/episode/choir-boys-v-brasenose-postgrads/,Parties that ran in the 2005 General Election,MN S TRRV NGLN Y,MONSTER RAVING LOONY
https://ocdb.cc/episode/choir-boys-v-brasenose-postgrads/,European scientists,RC HMD S,ARCHIMEDES
https://ocdb.cc/episode/choir-boys-v-brasenose-postgrads/,European scientists,NL SBH R,NIELS BOHR
https://ocdb.cc/episode/choir-boys-v-brasenose-postgrads/,European scientists,G LL G LL,GALILEO GALILEI
https://ocdb.cc/episode/choir-boys-v-brasenose-postgrads/,European scientists,SC NWT N,ISAAC NEWTON
https://ocdb.cc/episode/choir-boys-v-brasenose-postgrads/,Textile art techniques,PP LQ,APPLIQUE
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Endangered animals,FRC NLPH NT,AFRICAN ELEPHANT
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Endangered animals,BLC KRH NCR S,BLACK RHINOCEROS
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Endangered animals,RN GTN,ORANGUTAN
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Endangered animals,BC TRNC ML,BACTRIAN CAMEL
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Rulers who abdicated,NP LNT HFR ST,NAPOLEON THE FIRST
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Rulers who abdicated,M RYQ NFSC TS,"MARY, QUEEN OF SCOTS"
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Rulers who abdicated,K NGFR K,KING FAROUK
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Rulers who abdicated,DWR DTH GHT H,EDWARD THE EIGHTH
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Hello in different languages,GTNT G,GUTEN TAG
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Hello in different languages,LH,ALOHA
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Hello in different languages,HL,HOLA
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Hello in different languages,BNG RN,BUON GIORNO
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Literary works set during wars,FRW HMT HB LLT LLS,FOR WHOM THE BELL TOLLS
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Literary works set during wars,RC HR DTH TH RD,RICHARD THE THIRD
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Literary works set during wars,THLD,THE ILIAD
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Literary works set during wars,THL S TFT HM HCNS,THE LAST OF THE MOHICANS
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Major South American rivers,RNC,ORINOCO
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Major South American rivers,CNCG,ACONCAGUA
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Major South American rivers,ML,MAULE
https://ocdb.cc/episode/philosophers-v-hitchhikers/,Major South American rivers,CLRD,COLORADO
https://ocdb.cc/episode/neuroscientists-v-rugby-fans/,Biblical films,QV DS,QUO VADIS
https://ocdb.cc/episode/neuroscientists-v-rugby-fans/,Biblical films,THG RTS TSTR YV RTLD,THE GREATEST STORY EVER TOLD
https://ocdb.cc/episode/neuroscientists-v-rugby-fans/,Biblical films,BRB BS,BARABBAS
https://ocdb.cc/episode/neuroscientists-v-rugby-fans/,Biblical films,THP SSN FT HC HRS T,THE PASSION OF THE CHRIST
https://ocdb.cc/episode/neuroscientists-v-rugby-fans/,Shipwrecked characters,DNJ N,DON JUAN
https://ocdb.cc/episode/neuroscientists-v-rugby-fans/,Shipwrecked characters,NTN,ANTONIO
https://ocdb.cc/episode/neuroscientists-v-rugby-fans/,Shipwrecked characters,S WS SFM LYR BNS N,SWISS FAMILY ROBINSON
https://ocdb.cc/episode/neuroscientists-v-rugby-fans/,Shipwrecked characters,LM LGL LVR,LEMUEL GULLIVER
https://ocdb.cc/episode/neuroscientists-v-rugby-fans/,Headings on a Profit and Loss account,TR NVR,TURNOVER
https://ocdb.cc/episode/neuroscientists-v-rugby-fans/,Headings on a Profit and Loss account,P RTN GPR FT,OPERATING PROFIT
https://ocdb.cc/episode/neuroscientists-v-rugby-fans/,Headings on a Profit and Loss account,LL WB LXPN SS,ALLOWABLE EXPENSES
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,National dishes,PLL,PAELLA
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,National dishes,RS HST W,IRISH STEW
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,National dishes,ML SFRT S,MOULES-FRITES
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,National dishes,GLS H,GOULASH
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,Famous mottoes,W HDR SW NS,WHO DARES WINS
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,Famous mottoes,TP RT CTN DTS RV,TO PROTECT AND TO SERVE
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,Famous mottoes,BL DND FR,BLOOD AND FIRE
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,Famous mottoes,NT NS HL LSP KPC NT NT N,NATION SHALL SPEAK PEACE UNTO NATION
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,Former names of major cities,LNNG RD,LENINGRAD
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,Former names of major cities,NWM ST RDM,NEW AMSTERDAM
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,Former names of major cities,TNC HTTL N,TENOCHTITLAN
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,Former names of major cities,SG N,SAIGON
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,Writing systems,C NFR M,CUNEIFORM
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,Writing systems,PT MNS HR THND,PITMAN SHORTHAND
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,Writing systems,DMT C,DEMOTIC
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,Writing systems,GR KLP HBT,GREEK ALPHABET
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,They drowned,NTLW D,NATALIE WOOD
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,They drowned,PHL,OPHELIA
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,They drowned,RSP TN,RASPUTIN
https://ocdb.cc/episode/exeter-alumni-v-gourmands/,They drowned,VR GN W LF,VIRGINIA WOOLF
https://ocdb.cc/episode/insurers-v-gamblers/,Crime writers,SRRT HRC NNDY L,SIR ARTHUR CONAN DOYLE
https://ocdb.cc/episode/insurers-v-gamblers/,Crime writers,NRN KN,IAN RANKIN
https://ocdb.cc/episode/insurers-v-gamblers/,Crime writers,GR GSSM NN,GEORGES SIMENON
https://ocdb.cc/episode/insurers-v-gamblers/,Crime writers,D GRL LNP,EDGAR ALLEN POE
https://ocdb.cc/episode/insurers-v-gamblers/,Venomous sea creatures,SRC HN,SEA URCHIN
https://ocdb.cc/episode/insurers-v-gamblers/,Venomous sea creatures,STNF SH,STONEFISH
https://ocdb.cc/episode/insurers-v-gamblers/,Venomous sea creatures,PR TGSM NFW R,PORTUGUESE MAN-OF-WAR
https://ocdb.cc/episode/insurers-v-gamblers/,Venomous sea creatures,BXJ LL YF SH,BOX JELLYFISH
https://ocdb.cc/episode/insurers-v-gamblers/,Films directed by Woody Allen,SWTN DLWD WN,SWEET AND LOWDOWN
https://ocdb.cc/episode/insurers-v-gamblers/,Films directed by Woody Allen,R DDYS,RADIO DAYS
https://ocdb.cc/episode/insurers-v-gamblers/,Films directed by Woody Allen,NT RRS,INTERIORS
